review_id,product_id,brand,rating,review_title,review_text,sentiment_score,primary_aspect,is_verified_purchase
R50244,P1041,Aristocrat,4,Aristocrat review 4,"The low price makes it a practical purchase for occasional travel. However, the handle feels weak when the bag is filled.",0.187,zipper,no
R50245,P1041,Aristocrat,4,Aristocrat review 5,"Capacity is decent and suitable for students or weekend travel. However, the material feels thin and may not suit rough handling.",0.222,material,yes
R50246,P1041,Aristocrat,1,Aristocrat review 6,Some users mention zipper issues after a few uses.,-0.854,handle,yes
R50247,P1042,Aristocrat,5,Aristocrat review 1,Delivery was quick and packaging was acceptable.,0.843,size,yes
R50248,P1042,Aristocrat,5,Aristocrat review 2,Capacity is decent and suitable for students or weekend travel.,0.759,size,yes
R50249,P1042,Aristocrat,5,Aristocrat review 3,The simple design is clean and easy to use.,0.713,size,yes
R50250,P1042,Aristocrat,4,Aristocrat review 4,"Capacity is decent and suitable for students or weekend travel. However, the handle feels weak when the bag is filled.",0.156,material,yes
R50251,P1042,Aristocrat,4,Aristocrat review 5,"The simple design is clean and easy to use. However, some users mention zipper issues after a few uses.",0.167,durability,yes
R50252,P1042,Aristocrat,3,Aristocrat review 6,The material feels thin and may not suit rough handling.,-0.062,durability,yes
R50253,P1043,Aristocrat,5,Aristocrat review 1,The simple design is clean and easy to use.,0.852,design,yes
R50254,P1043,Aristocrat,4,Aristocrat review 2,Delivery was quick and packaging was acceptable.,0.418,wheels,yes
R50255,P1043,Aristocrat,5,Aristocrat review 3,The simple design is clean and easy to use.,0.797,wheels,yes
R50256,P1043,Aristocrat,4,Aristocrat review 4,"The simple design is clean and easy to use. However, some users mention zipper issues after a few uses.",0.232,zipper,yes
R50257,P1043,Aristocrat,4,Aristocrat review 5,"Delivery was quick and packaging was acceptable. However, some users mention zipper issues after a few uses.",0.294,handle,no
R50258,P1043,Aristocrat,3,Aristocrat review 6,Some users mention zipper issues after a few uses.,-0.014,material,yes
R50259,P1044,Aristocrat,4,Aristocrat review 1,Delivery was quick and packaging was acceptable.,0.516,design,yes
R50260,P1044,Aristocrat,5,Aristocrat review 2,Delivery was quick and packaging was acceptable.,0.807,value,yes
R50261,P1044,Aristocrat,4,Aristocrat review 3,The simple design is clean and easy to use.,0.507,design,yes
R50262,P1044,Aristocrat,3,Aristocrat review 4,"The low price makes it a practical purchase for occasional travel. However, the material feels thin and may not suit rough handling.",-0.034,handle,no
R50263,P1044,Aristocrat,3,Aristocrat review 5,"The simple design is clean and easy to use. However, some users mention zipper issues after a few uses.",-0.149,zipper,yes
R50264,P1044,Aristocrat,2,Aristocrat review 6,The handle feels weak when the bag is filled.,-0.428,material,no
R50265,P1045,Aristocrat,5,Aristocrat review 1,The simple design is clean and easy to use.,0.729,material,yes
R50266,P1045,Aristocrat,4,Aristocrat review 2,Delivery was quick and packaging was acceptable.,0.463,wheels,yes
R50267,P1045,Aristocrat,5,Aristocrat review 3,Capacity is decent and suitable for students or weekend travel.,0.755,design,yes
R50268,P1045,Aristocrat,4,Aristocrat review 4,"The simple design is clean and easy to use. However, the material feels thin and may not suit rough handling.",0.242,handle,yes
R50269,P1045,Aristocrat,4,Aristocrat review 5,"Capacity is decent and suitable for students or weekend travel. However, the handle feels weak when the bag is filled.",0.22,zipper,yes
R50270,P1045,Aristocrat,3,Aristocrat review 6,The material feels thin and may not suit rough handling.,-0.025,durability,yes
R50271,P1046,Aristocrat,4,Aristocrat review 1,The simple design is clean and easy to use.,0.447,material,yes
R50272,P1046,Aristocrat,5,Aristocrat review 2,Delivery was quick and packaging was acceptable.,0.803,value,yes
R50273,P1046,Aristocrat,5,Aristocrat review 3,Capacity is decent and suitable for students or weekend travel.,0.773,value,yes
R50274,P1046,Aristocrat,4,Aristocrat review 4,"Capacity is decent and suitable for students or weekend travel. However, some users mention zipper issues after a few uses.",0.214,durability,yes
R50275,P1046,Aristocrat,4,Aristocrat review 5,"Capacity is decent and suitable for students or weekend travel. However, some users mention zipper issues after a few uses.",0.296,material,yes
R50276,P1046,Aristocrat,3,Aristocrat review 6,The handle feels weak when the bag is filled.,-0.109,zipper,yes
R50277,P1047,Aristocrat,5,Aristocrat review 1,Delivery was quick and packaging was acceptable.,0.854,design,yes
R50278,P1047,Aristocrat,5,Aristocrat review 2,The simple design is clean and easy to use.,0.73,value,yes
R50279,P1047,Aristocrat,5,Aristocrat review 3,Delivery was quick and packaging was acceptable.,0.704,size,yes
R50280,P1047,Aristocrat,3,Aristocrat review 4,"Delivery was quick and packaging was acceptable. However, the material feels thin and may not suit rough handling.",-0.152,material,yes
R50281,P1047,Aristocrat,3,Aristocrat review 5,"Delivery was quick and packaging was acceptable. However, some users mention zipper issues after a few uses.",-0.091,zipper,yes
R50282,P1047,Aristocrat,2,Aristocrat review 6,Some users mention zipper issues after a few uses.,-0.496,zipper,yes
R50283,P1048,Aristocrat,5,Aristocrat review 1,Delivery was quick and packaging was acceptable.,0.809,material,yes
R50284,P1048,Aristocrat,5,Aristocrat review 2,The low price makes it a practical purchase for occasional travel.,0.789,value,yes
R50285,P1048,Aristocrat,5,Aristocrat review 3,Capacity is decent and suitable for students or weekend travel.,0.764,material,no
R50286,P1048,Aristocrat,4,Aristocrat review 4,"The low price makes it a practical purchase for occasional travel. However, the material feels thin and may not suit rough handling.",0.223,durability,yes
R50287,P1048,Aristocrat,4,Aristocrat review 5,"Capacity is decent and suitable for students or weekend travel. However, some users mention zipper issues after a few uses.",0.203,handle,yes
R50288,P1048,Aristocrat,2,Aristocrat review 6,The handle feels weak when the bag is filled.,-0.447,material,yes
R50289,P1049,Aristocrat,5,Aristocrat review 1,The simple design is clean and easy to use.,0.796,wheels,yes
R50290,P1049,Aristocrat,4,Aristocrat review 2,Capacity is decent and suitable for students or weekend travel.,0.457,material,yes
R50291,P1049,Aristocrat,5,Aristocrat review 3,Delivery was quick and packaging was acceptable.,0.705,design,yes
R50292,P1049,Aristocrat,3,Aristocrat review 4,"The low price makes it a practical purchase for occasional travel. However, the material feels thin and may not suit rough handling.",-0.11,durability,yes
R50293,P1049,Aristocrat,4,Aristocrat review 5,"Capacity is decent and suitable for students or weekend travel. However, some users mention zipper issues after a few uses.",0.253,zipper,yes
R50294,P1049,Aristocrat,2,Aristocrat review 6,The handle feels weak when the bag is filled.,-0.51,material,yes
R50295,P1050,Aristocrat,4,Aristocrat review 1,Delivery was quick and packaging was acceptable.,0.469,value,yes
R50296,P1050,Aristocrat,5,Aristocrat review 2,The simple design is clean and easy to use.,0.81,design,yes
R50297,P1050,Aristocrat,5,Aristocrat review 3,Delivery was quick and packaging was acceptable.,0.746,value,yes
R50298,P1050,Aristocrat,4,Aristocrat review 4,"Delivery was quick and packaging was acceptable. However, some users mention zipper issues after a few uses.",0.186,handle,yes
R50299,P1050,Aristocrat,4,Aristocrat review 5,"The low price makes it a practical purchase for occasional travel. However, some users mention zipper issues after a few uses.",0.26,material,yes
R50300,P1050,Aristocrat,3,Aristocrat review 6,The handle feels weak when the bag is filled.,-0.138,durability,yes
R50301,P1051,Nasher Miles,4,Nasher Miles review 1,It has a premium look that photographs well.,0.396,wheels,yes
R50302,P1051,Nasher Miles,5,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.701,design,yes
R50303,P1051,Nasher Miles,5,Nasher Miles review 3,It has a premium look that photographs well.,0.776,size,yes
R50304,P1051,Nasher Miles,4,Nasher Miles review 4,"The wheels move smoothly even when the bag is fully packed. However, scratch marks are visible on darker shades.",0.285,zipper,no
R50305,P1051,Nasher Miles,3,Nasher Miles review 5,"It has a premium look that photographs well. However, after-sales response appears slow for replacement requests.",-0.093,handle,yes
R50306,P1051,Nasher Miles,2,Nasher Miles review 6,Scratch marks are visible on darker shades.,-0.41,handle,yes
R50307,P1052,Nasher Miles,5,Nasher Miles review 1,The colour options are attractive and look fresh.,0.858,size,yes
R50308,P1052,Nasher Miles,5,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.744,size,yes
R50309,P1052,Nasher Miles,5,Nasher Miles review 3,The wheels move smoothly even when the bag is fully packed.,0.804,size,yes
R50310,P1052,Nasher Miles,4,Nasher Miles review 4,"The colour options are attractive and look fresh. However, after-sales response appears slow for replacement requests.",0.231,material,yes
R50311,P1052,Nasher Miles,4,Nasher Miles review 5,"It has a premium look that photographs well. However, after-sales response appears slow for replacement requests.",0.222,durability,no
R50312,P1052,Nasher Miles,1,Nasher Miles review 6,The delivered colour sometimes looks different from the product image.,-0.848,material,yes
R50313,P1053,Nasher Miles,5,Nasher Miles review 1,The wheels move smoothly even when the bag is fully packed.,0.702,material,yes
R50314,P1053,Nasher Miles,5,Nasher Miles review 2,It has a premium look that photographs well.,0.774,wheels,yes
R50315,P1053,Nasher Miles,4,Nasher Miles review 3,The wheels move smoothly even when the bag is fully packed.,0.439,value,yes
R50316,P1053,Nasher Miles,3,Nasher Miles review 4,"It has a premium look that photographs well. However, scratch marks are visible on darker shades.",-0.04,durability,yes
R50317,P1053,Nasher Miles,4,Nasher Miles review 5,"Packing space is good and the straps hold clothes in place. However, after-sales response appears slow for replacement requests.",0.262,handle,yes
R50318,P1053,Nasher Miles,2,Nasher Miles review 6,After-sales response appears slow for replacement requests.,-0.548,durability,yes
R50319,P1054,Nasher Miles,5,Nasher Miles review 1,It has a premium look that photographs well.,0.771,material,yes
R50320,P1054,Nasher Miles,5,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.829,size,yes
R50321,P1054,Nasher Miles,5,Nasher Miles review 3,Packing space is good and the straps hold clothes in place.,0.789,wheels,yes
R50322,P1054,Nasher Miles,3,Nasher Miles review 4,"The wheels move smoothly even when the bag is fully packed. However, after-sales response appears slow for replacement requests.",-0.119,durability,no
R50323,P1054,Nasher Miles,3,Nasher Miles review 5,"It has a premium look that photographs well. However, after-sales response appears slow for replacement requests.",-0.092,zipper,yes
R50324,P1054,Nasher Miles,2,Nasher Miles review 6,The delivered colour sometimes looks different from the product image.,-0.514,zipper,yes
R50325,P1055,Nasher Miles,5,Nasher Miles review 1,The wheels move smoothly even when the bag is fully packed.,0.76,size,yes
R50326,P1055,Nasher Miles,5,Nasher Miles review 2,It has a premium look that photographs well.,0.729,wheels,yes
R50327,P1055,Nasher Miles,4,Nasher Miles review 3,It has a premium look that photographs well.,0.501,wheels,yes
R50328,P1055,Nasher Miles,4,Nasher Miles review 4,"Packing space is good and the straps hold clothes in place. However, after-sales response appears slow for replacement requests.",0.272,durability,yes
R50329,P1055,Nasher Miles,4,Nasher Miles review 5,"The wheels move smoothly even when the bag is fully packed. However, the delivered colour sometimes looks different from the product image.",0.29,handle,yes
R50330,P1055,Nasher Miles,3,Nasher Miles review 6,The delivered colour sometimes looks different from the product image.,-0.062,material,yes
R50331,P1056,Nasher Miles,5,Nasher Miles review 1,The colour options are attractive and look fresh.,0.739,wheels,no
R50332,P1056,Nasher Miles,5,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.821,design,yes
R50333,P1056,Nasher Miles,5,Nasher Miles review 3,It has a premium look that photographs well.,0.831,design,yes
R50334,P1056,Nasher Miles,4,Nasher Miles review 4,"The wheels move smoothly even when the bag is fully packed. However, after-sales response appears slow for replacement requests.",0.188,handle,yes
R50335,P1056,Nasher Miles,4,Nasher Miles review 5,"It has a premium look that photographs well. However, scratch marks are visible on darker shades.",0.15,material,yes
R50336,P1056,Nasher Miles,3,Nasher Miles review 6,After-sales response appears slow for replacement requests.,-0.071,material,no
R50337,P1057,Nasher Miles,5,Nasher Miles review 1,The wheels move smoothly even when the bag is fully packed.,0.724,size,yes
R50338,P1057,Nasher Miles,4,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.517,value,yes
R50339,P1057,Nasher Miles,5,Nasher Miles review 3,Packing space is good and the straps hold clothes in place.,0.855,size,yes
R50340,P1057,Nasher Miles,3,Nasher Miles review 4,"It has a premium look that photographs well. However, scratch marks are visible on darker shades.",-0.127,material,yes
R50341,P1057,Nasher Miles,3,Nasher Miles review 5,"Packing space is good and the straps hold clothes in place. However, scratch marks are visible on darker shades.",-0.152,handle,yes
R50342,P1057,Nasher Miles,1,Nasher Miles review 6,The delivered colour sometimes looks different from the product image.,-0.823,handle,yes
R50343,P1058,Nasher Miles,5,Nasher Miles review 1,The colour options are attractive and look fresh.,0.811,design,yes
R50344,P1058,Nasher Miles,5,Nasher Miles review 2,Packing space is good and the straps hold clothes in place.,0.824,value,yes
R50345,P1058,Nasher Miles,5,Nasher Miles review 3,The wheels move smoothly even when the bag is fully packed.,0.782,value,yes
R50346,P1058,Nasher Miles,4,Nasher Miles review 4,"The colour options are attractive and look fresh. However, after-sales response appears slow for replacement requests.",0.286,material,yes
R50347,P1058,Nasher Miles,3,Nasher Miles review 5,"Packing space is good and the straps hold clothes in place. However, the delivered colour sometimes looks different from the product image.",-0.157,handle,yes
R50348,P1058,Nasher Miles,1,Nasher Miles review 6,Scratch marks are visible on darker shades.,-0.847,handle,yes
R50349,P1059,Nasher Miles,5,Nasher Miles review 1,The wheels move smoothly even when the bag is fully packed.,0.774,size,yes
R50350,P1059,Nasher Miles,4,Nasher Miles review 2,The wheels move smoothly even when the bag is fully packed.,0.458,material,yes
R50351,P1059,Nasher Miles,4,Nasher Miles review 3,The colour options are attractive and look fresh.,0.531,wheels,yes
R50352,P1059,Nasher Miles,3,Nasher Miles review 4,"The colour options are attractive and look fresh. However, scratch marks are visible on darker shades.",-0.149,handle,yes
R50353,P1059,Nasher Miles,4,Nasher Miles review 5,"It has a premium look that photographs well. However, after-sales response appears slow for replacement requests.",0.15,material,yes
R50354,P1059,Nasher Miles,2,Nasher Miles review 6,After-sales response appears slow for replacement requests.,-0.559,zipper,yes
R50355,P1060,Nasher Miles,5,Nasher Miles review 1,The colour options are attractive and look fresh.,0.829,size,yes
R50356,P1060,Nasher Miles,5,Nasher Miles review 2,The colour options are attractive and look fresh.,0.739,design,yes
R50357,P1060,Nasher Miles,5,Nasher Miles review 3,The wheels move smoothly even when the bag is fully packed.,0.713,size,yes
R50358,P1060,Nasher Miles,3,Nasher Miles review 4,"Packing space is good and the straps hold clothes in place. However, after-sales response appears slow for replacement requests.",-0.112,handle,yes
R50359,P1060,Nasher Miles,3,Nasher Miles review 5,"The colour options are attractive and look fresh. However, after-sales response appears slow for replacement requests.",-0.095,zipper,yes
R50360,P1060,Nasher Miles,3,Nasher Miles review 6,The delivered colour sometimes looks different from the product image.,-0.048,zipper,no
